"mni_no","case_no","booking_no","arresting_agency","booking_date","release_date","bail_type","bail_amt"
"000468192","10DV00778",10008148,OVERLAND PARK P.D.,2010-06-27 00:00:00,2010-06-28 00:00:00,SUR,1500.00
"000604421","10DV00775",10008152,LENEXA P.D.,2010-06-27 00:00:00,2010-06-28 00:00:00,SUR,1500.00
"000201098","10CR01549",10008154,GARDNER P.D.,2010-06-27 00:00:00,2010-06-30 00:00:00,SUR,100000.00
"000604426","10CR01537",10008157,OVERLAND PARK P.D.,2010-06-27 00:00:00,2010-09-13 00:00:00,SUR,100000.00
"000592946","10CR00468",10008158,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-06-27 00:00:00,2010-06-27 00:00:00,SUR,2500.00
"000133202","10CR01502",10008163,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-06-27 00:00:00,2010-06-27 00:00:00,SUR,3500.00
"000081669","10CR01493",10008167,OVERLAND PARK P.D.,2010-06-27 00:00:00,2010-06-27 00:00:00,SUR,15000.00
"000604431","10CR01540",10008169,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-06-27 00:00:00,2010-06-28 00:00:00,PR,1500.00
"000134017","10DV00773",10008171,OVERLAND PARK P.D.,2010-06-27 00:00:00,2010-06-28 00:00:00,SUR,1500.00
"000127737","10CR01541",10008172,OVERLAND PARK P.D.,2010-06-27 00:00:00,2010-07-01 00:00:00,SUR,2500.00
"000010760","10DV00777",10008173,OLATHE P.D.,2010-06-27 00:00:00,2010-06-29 00:00:00,SUR,1000.00
"000356003","10CR01089",10008176,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-06-27 00:00:00,2011-06-21 00:00:00,,
"000604435","10CR01543",10008178,LENEXA P.D.,2010-06-28 00:00:00,2010-06-29 00:00:00,SUR,3500.00
"000604436","10DV00776",10008181,OLATHE P.D.,2010-06-28 00:00:00,2010-06-28 00:00:00,PR,1000.00
"000604439","10CR01539",10008184,LEAWOOD P.D.,2010-06-28 00:00:00,2010-06-29 00:00:00,SUR,10000.00
"000093630","10CR01420",10008188,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-06-28 00:00:00,2010-06-28 00:00:00,SUR,5000.00
"000402034","10DV00780",10008191,OVERLAND PARK P.D.,2010-06-28 00:00:00,2010-06-29 00:00:00,SUR,2000.00
"000604264","10CR01523",10008208,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-06-28 00:00:00,2010-06-28 00:00:00,CA,2500.00
"000604508","10CR01547",10008209,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-06-28 00:00:00,2013-02-12 00:00:00,,
"000604532","10DV00779",10008212,MERRIAM P.D.,2010-06-28 00:00:00,2010-06-29 00:00:00,PR,1500.00
"000150175","10DV00783",10008214,FAIRWAY P.D.,2010-06-28 00:00:00,2010-10-22 00:00:00,,
"000355049","10CR01455",10008217,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-06-28 00:00:00,2010-06-29 00:00:00,CA,10000.00
"000594098","10DV00784",10008218,MISSION P.D.,2010-06-28 00:00:00,2010-07-01 00:00:00,SUR,5000.00
"000265964","10DV00734",10008221,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-06-29 00:00:00,2010-06-29 00:00:00,PR,2000.00
"000499026","10DV00782",10008226,MISSION P.D.,2010-06-29 00:00:00,2010-06-29 00:00:00,PR,1500.00
"000086106","10CR01548",10008227,OLATHE P.D.,2010-06-29 00:00:00,2010-06-29 00:00:00,PR,5000.00
"000086067","10CR01550",10008230,OLATHE P.D.,2010-06-29 00:00:00,2010-09-02 00:00:00,SUR,2000.00
"000582468","10CR01415",10008236,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-06-29 00:00:00,2010-12-24 00:00:00,PR,50000.00
"000609391","10DV01144",10011938,OLATHE P.D.,2010-09-14 00:00:00,2010-10-19 00:00:00,,
"000371883","10CR01510",10008238,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-06-29 00:00:00,2010-06-29 00:00:00,SUR,15000.00
"000568422","10CR01563",10008239,OTHER AGENCY,2010-06-29 00:00:00,2010-06-30 00:00:00,SUR,3000.00
"000142304","10CR01834",10008246,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-06-29 00:00:00,2010-11-10 00:00:00,GPS,5000.00
"000097172","10CR01565",10008247,OLATHE P.D.,2010-06-29 00:00:00,2010-06-30 00:00:00,SUR,3500.00
"000138641","10CR01564",10008254,SPRING HILL P.D.,2010-06-29 00:00:00,2010-07-01 00:00:00,SUR,5000.00
"000133938","10CR01458",10008256,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-06-29 00:00:00,2010-06-29 00:00:00,SUR,5000.00
"000104335","10CR01521",10008257,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-06-29 00:00:00,2011-02-23 00:00:00,,
"000604619","10CR01575",10008261,OVERLAND PARK P.D.,2010-06-29 00:00:00,2010-07-01 00:00:00,PR,2500.00
"000312616","10DV00785",10008269,OVERLAND PARK P.D.,2010-06-30 00:00:00,2010-06-30 00:00:00,PR,1000.00
"000512061","10CR01578",10008272,OLATHE P.D.,2010-06-30 00:00:00,2010-07-02 00:00:00,SUR,10000.00
"000428445","10DV00786",10008274,OVERLAND PARK P.D.,2010-06-30 00:00:00,2010-06-30 00:00:00,PR,1500.00
"000502459","10CR01577",10008281,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-06-30 00:00:00,2010-08-12 00:00:00,PR,2500.00
"000573330","10CR01571",10008283,LEAWOOD P.D.,2010-06-30 00:00:00,2011-06-15 00:00:00,,
"000450464","10CR00189",10008285,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-06-30 00:00:00,2010-06-30 00:00:00,SUR,500.00
"000604291","10CR01513",10008287,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-06-30 00:00:00,2010-06-30 00:00:00,PR,25000.00
"000461192","10CR01534",10008292,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-06-30 00:00:00,2010-06-30 00:00:00,CA,2500.00
"000569573","10CR01489",10008296,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-06-30 00:00:00,2010-07-15 00:00:00,SUR,2500.00
"000332310","10CR00814",10008302,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-06-30 00:00:00,2010-06-30 00:00:00,SUR,5000.00
"000602037","10CR01533",10008305,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-06-30 00:00:00,2010-08-03 00:00:00,PR,5000.00
"000604686","10CR01579",10008322,OLATHE P.D.,2010-06-30 00:00:00,2010-07-14 00:00:00,,
"000509510","10CR01516",10008323,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-06-30 00:00:00,2010-06-30 00:00:00,CA,5000.00
"000591055","10CR01318",10008328,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-07-01 00:00:00,2010-08-20 00:00:00,SUR,5000.00
"000459077","10CR01576",10008330,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-07-01 00:00:00,2010-07-21 00:00:00,SUR,15000.00
"000604692","10CR01574",10008331,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-07-01 00:00:00,2010-07-01 00:00:00,PR,1500.00
"000604691","10CR01573",10008332,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-07-01 00:00:00,2010-07-01 00:00:00,PR,1500.00
"000604693","10CR01572",10008333,LENEXA P.D.,2010-07-01 00:00:00,2010-07-01 00:00:00,SUR,2500.00
"000391935","10DV00787",10008336,OLATHE P.D.,2010-07-01 00:00:00,2010-07-01 00:00:00,PR,1500.00
"000572228","10CR01515",10008354,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-07-01 00:00:00,2010-07-02 00:00:00,SUR,15000.00
"000273909","09DV00749",10008355,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-07-01 00:00:00,2010-08-04 00:00:00,SUR,1500.00
"000377864","10CR01581",10008356,OVERLAND PARK P.D.,2010-07-01 00:00:00,2010-07-02 00:00:00,PR,2500.00
"000402727","10CR01466",10008359,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-07-01 00:00:00,2010-07-01 00:00:00,SUR,3500.00
"000604768","10CR01580",10008367,LENEXA P.D.,2010-07-01 00:00:00,2010-07-02 00:00:00,PR,2500.00
"000587172","09CR02371",10008374,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-07-01 00:00:00,2010-07-18 00:00:00,SUR,3500.00
"000358717","10DV00754",10008377,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-07-01 00:00:00,2010-07-01 00:00:00,PR,1500.00
"000603670","10CR01555",10008378,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-07-01 00:00:00,2010-07-02 00:00:00,SUR,20000.00
"000604771","10DV00795",10008382,GARDNER P.D.,2010-07-02 00:00:00,2010-07-02 00:00:00,PR,1500.00
"000604772","10DV00794",10008383,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-07-02 00:00:00,2010-07-06 00:00:00,SUR,20000.00
"000604774","10CR01582",10008387,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-07-02 00:00:00,2010-07-02 00:00:00,SUR,1000.00
"000510434","10DV00792",10008390,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-07-02 00:00:00,2010-07-02 00:00:00,SUR,2000.00
"000552214","10CR01589",10008392,LENEXA P.D.,2010-07-02 00:00:00,2010-11-09 00:00:00,PR,50000.00
"000047895","10CR01532",10008401,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-07-02 00:00:00,2010-07-02 00:00:00,SUR,5000.00
"000572433","09CR00305",10008404,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-07-02 00:00:00,2010-07-04 00:00:00,SUR,10000.00
"000324550","10CR01519",10008406,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-07-02 00:00:00,2010-07-15 00:00:00,SUR,2500.00
"000092622","10CR01587",10008407,OVERLAND PARK P.D.,2010-07-02 00:00:00,2010-07-03 00:00:00,SUR,1500.00
"000413816","10DV00798",10008408,OVERLAND PARK P.D.,2010-07-02 00:00:00,2011-01-04 00:00:00,,
"000604837","10CR01586",10008417,LENEXA P.D.,2010-07-02 00:00:00,2010-07-09 00:00:00,ORCD,1500.00
"000604631","10CR01562",10008421,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-07-02 00:00:00,2010-09-24 00:00:00,PR,5000.00
"000468248","10DV00801",10008422,LENEXA P.D.,2010-07-02 00:00:00,2010-07-03 00:00:00,SUR,25000.00
"000056007","10CR00958",10008427,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-07-02 00:00:00,2010-08-03 00:00:00,PR,10000.00
"000604871","10CR01597",10008428,JOHNSON COUNTY PARK PATROL,2010-07-02 00:00:00,2010-08-03 00:00:00,PR,1500.00
"000097558","10DV00799",10008433,OLATHE P.D.,2010-07-03 00:00:00,2010-07-03 00:00:00,SUR,1500.00
"000000952","10DV00800",10008434,MISSION P.D.,2010-07-03 00:00:00,2010-07-19 00:00:00,SUR,1000.00
"000604842","10CR01584",10008436,LENEXA P.D.,2010-07-03 00:00:00,2010-07-06 00:00:00,SUR,10000.00
"000604843","10CR01585",10008437,LENEXA P.D.,2010-07-03 00:00:00,2010-11-24 00:00:00,,
"000205835","10DV00802",10008443,OVERLAND PARK P.D.,2010-07-03 00:00:00,2010-07-28 00:00:00,,
"000604847","10DV00806",10008446,LEAWOOD P.D.,2010-07-03 00:00:00,2010-07-05 00:00:00,PR,1000.00
"000604848","10CR01596",10008448,ROELAND PARK P.D.,2010-07-03 00:00:00,2010-07-06 00:00:00,PR,3000.00
"000604849","10DV00809",10008456,OLATHE P.D.,2010-07-03 00:00:00,2010-09-06 00:00:00,CA,2500.00
"000590921","10DV00810",10008460,OVERLAND PARK P.D.,2010-07-03 00:00:00,2010-08-19 00:00:00,,
"000073325","10DV00812",10008462,SHAWNEE P.D.,2010-07-04 00:00:00,2010-08-03 00:00:00,,
"000604851","10DV00807",10008463,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-07-04 00:00:00,2010-07-05 00:00:00,PR,1500.00
"000563924","10CR01594",10008466,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-07-04 00:00:00,2010-07-05 00:00:00,PR,1500.00
"000384298","10CR01595",10008467,OLATHE P.D.,2010-07-04 00:00:00,2010-08-27 00:00:00,SUR,1000.00
"000185687","10DV00808",10008472,OLATHE P.D.,2010-07-04 00:00:00,2010-07-05 00:00:00,PR,1000.00
"000405567","10DV00805",10008474,OVERLAND PARK P.D.,2010-07-04 00:00:00,2010-07-05 00:00:00,ORCD,1500.00
"000359208","10CR01592",10008475,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-07-04 00:00:00,2010-07-06 00:00:00,SUR,3500.00
"000527770","10CR01590",10008481,MERRIAM P.D.,2010-07-04 00:00:00,2010-07-19 00:00:00,CA,2500.00
"000510109","10DV00804",10008487,LENEXA P.D.,2010-07-04 00:00:00,2010-07-05 00:00:00,SUR,3500.00
"000000697","10CR01593",10008489,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-07-04 00:00:00,2011-06-29 00:00:00,,
"000563957","10DV00803",10008490,OVERLAND PARK P.D.,2010-07-04 00:00:00,2010-07-05 00:00:00,PR,2500.00
"000107497","10DV00811",10008497,GARDNER P.D.,2010-07-04 00:00:00,2010-07-06 00:00:00,SUR,3000.00
"000600220","10DV00814",10008500,OLATHE P.D.,2010-07-05 00:00:00,2010-07-28 00:00:00,PR,2000.00
"000477694","10CR01591",10008508,LENEXA P.D.,2010-07-05 00:00:00,2010-07-29 00:00:00,SUR,2500.00
"000560178","10DV00813",10008516,OLATHE P.D.,2010-07-05 00:00:00,2010-07-06 00:00:00,ORCD,1000.00
"000355391","10CR01605",10008519,OVERLAND PARK P.D.,2010-07-05 00:00:00,2010-07-26 00:00:00,SUR,2000.00
"000308801","10DV00816",10008520,OVERLAND PARK P.D.,2010-07-05 00:00:00,2011-01-13 00:00:00,,
"000570330","10CR01604",10008530,OLATHE P.D.,2010-07-06 00:00:00,2010-07-06 00:00:00,SUR,2500.00
"000331475","10DV00815",10008531,OLATHE P.D.,2010-07-06 00:00:00,2010-07-07 00:00:00,SUR,2500.00
"000361660","10CR01618",10008544,OVERLAND PARK P.D.,2010-07-06 00:00:00,2010-07-07 00:00:00,SUR,5000.00
"000183149","10CR01617",10008546,SHAWNEE P.D.,2010-07-06 00:00:00,2010-07-07 00:00:00,SUR,10000.00
"000565412","10CR01615",10008556,SHAWNEE P.D.,2010-07-06 00:00:00,2010-11-09 00:00:00,PR,25000.00
"000374102","10CR01625",10008557,LENEXA P.D.,2010-07-06 00:00:00,2011-02-16 00:00:00,SUR,10000.00
"000574063","09CR00195",10008558,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-07-06 00:00:00,2010-10-01 00:00:00,,
"000583056","09CR01618",10008559,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-07-06 00:00:00,2010-12-14 00:00:00,,
"000570191","09CR01140",10008560,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-07-06 00:00:00,2011-01-14 00:00:00,,
"000522845","10DV00817",10008565,OLATHE P.D.,2010-07-07 00:00:00,2010-07-08 00:00:00,PR,1000.00
"000587016","10DV00818",10008568,SHAWNEE P.D.,2010-07-07 00:00:00,2010-07-07 00:00:00,SUR,2000.00
"000537213","10CR01616",10008570,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-07-07 00:00:00,2010-07-08 00:00:00,CA,2500.00
"000130157","10CR01462",10008575,OVERLAND PARK P.D.,2010-07-07 00:00:00,2010-07-07 00:00:00,SUR,3500.00
"000082789","10DV00821",10008586,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-07-07 00:00:00,2010-07-11 00:00:00,SUR,1500.00
"000557615","10CR01492",10008587,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-07-07 00:00:00,2010-07-07 00:00:00,SUR,10000.00
"000434182","10CR01611",10008594,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-07-07 00:00:00,2010-07-08 00:00:00,SUR,5000.00
"000569188","10CR01623",10008596,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-07-07 00:00:00,2010-08-06 00:00:00,PR,1000.00
"000260722","10CR01674",10008599,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-07-07 00:00:00,2010-07-30 00:00:00,SUR,7500.00
"000565126","10DV00822",10008603,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-07-07 00:00:00,2010-07-08 00:00:00,SUR,1500.00
"000375768","10CR00806",10008607,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-07-07 00:00:00,2010-07-15 00:00:00,SUR,25000.00
"000102691","04CR02098",10008608,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-07-07 00:00:00,2010-07-10 00:00:00,SUR,2000.00
"000577979","10CR01525",10008609,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-07-07 00:00:00,2010-08-03 00:00:00,SUR,50000.00
"000459614","10CR01619",10008612,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-07-07 00:00:00,2014-04-15 00:00:00,,
"000295016","10CR01622",10008616,OLATHE P.D.,2010-07-07 00:00:00,2010-07-14 00:00:00,SUR,10000.00
"000603089","10CR01561",10008626,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-07-07 00:00:00,2010-07-08 00:00:00,PR,2500.00
"000457700","10DV00820",10008628,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-07-07 00:00:00,2010-07-08 00:00:00,SUR,5000.00
"000605067","10CR01624",10008633,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-07-08 00:00:00,2010-07-08 00:00:00,PR,500.00
"000360541","10CR01333",10008637,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-07-08 00:00:00,2010-07-10 00:00:00,SUR,2500.00
"000605069","10DV00823",10008639,OVERLAND PARK P.D.,2010-07-08 00:00:00,2010-07-09 00:00:00,CA,1000.00
"000393408","10CR01621",10008640,LENEXA P.D.,2010-07-08 00:00:00,2010-07-08 00:00:00,SUR,3500.00
"000483864","10CR01612",10008642,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-07-08 00:00:00,2010-07-09 00:00:00,ORCD,2500.00
"000385720","10CR00435",10008649,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-07-08 00:00:00,2010-08-19 00:00:00,PR,25000.00
"000582608","10DV00825",10008650,OLATHE P.D.,2010-07-08 00:00:00,2010-07-09 00:00:00,CA,2500.00
"000567174","10CR01524",10008657,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-07-08 00:00:00,2010-07-08 00:00:00,SUR,5000.00
"000595880","10CR00913",10008659,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-07-08 00:00:00,2010-09-08 00:00:00,,
"000481194","10DV00790",10008661,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-07-08 00:00:00,2010-11-08 00:00:00,,
"000574991","10DV00826",10008668,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-07-08 00:00:00,2010-07-09 00:00:00,PR,1500.00
"000513701","06CR02959",10008669,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-07-08 00:00:00,2010-07-08 00:00:00,PR,5000.00
"000496960","10CR00524",10008672,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-07-08 00:00:00,2011-03-11 00:00:00,,
"000454676","10CR02069",10008674,OLATHE P.D.,2010-07-08 00:00:00,2010-10-08 00:00:00,SUR,2500.00
"000605146","10DV00824",10008675,OLATHE P.D.,2010-07-08 00:00:00,2010-07-09 00:00:00,PR,1500.00
"000605147","10DV00828",10008676,OVERLAND PARK P.D.,2010-07-08 00:00:00,2010-07-09 00:00:00,PR,1000.00
"000605151","10CR01630",10008682,MERRIAM P.D.,2010-07-08 00:00:00,2010-11-13 00:00:00,SUR,10000.00
"000605150","10CR01631",10008685,SHAWNEE P.D.,2010-07-08 00:00:00,2010-07-10 00:00:00,SUR,5000.00
"000404653","10CR01791",10008687,OLATHE P.D.,2010-07-09 00:00:00,2010-12-07 00:00:00,,
"000598447","10CR00930",10008690,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-07-09 00:00:00,2010-07-09 00:00:00,SUR,25000.00
"000152592","10DV00827",10008691,SHAWNEE P.D.,2010-07-09 00:00:00,2010-07-09 00:00:00,ORCD,1000.00
"000605157","10CR01633",10008695,LENEXA P.D.,2010-07-09 00:00:00,2010-07-09 00:00:00,SUR,5000.00
"000152277","10CR01552",10008701,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-07-09 00:00:00,2010-07-22 00:00:00,CA,5000.00
"000594066","10DV00829",10008713,OVERLAND PARK P.D.,2010-07-09 00:00:00,2010-07-12 00:00:00,PR,1500.00
"000490508","10CR01637",10008715,MERRIAM P.D.,2010-07-09 00:00:00,2010-10-12 00:00:00,PR,7500.00
"000594724","10CR01648",10008718,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-07-09 00:00:00,2011-04-26 00:00:00,,
"000520575","10CR01629",10008719,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-07-09 00:00:00,2010-07-09 00:00:00,SUR,5000.00
"000336437","10CR02443",10008720,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-07-09 00:00:00,2011-02-10 00:00:00,,
"000605216","10CR01639",10008723,MISSION P.D.,2010-07-09 00:00:00,2011-08-10 00:00:00,,
"000352505","10CR01553",10008727,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-07-09 00:00:00,2010-07-09 00:00:00,SUR,10000.00
"000398635","10CR01636",10008730,LEAWOOD P.D.,2010-07-09 00:00:00,2010-07-10 00:00:00,SUR,2500.00
"000055796","10CR01613",10008735,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-07-09 00:00:00,2010-08-06 00:00:00,SUR,2000.00
"000377273","10DV00830",10008741,GARDNER P.D.,2010-07-09 00:00:00,2010-09-14 00:00:00,,
"000605232","10DV00833",10008744,MERRIAM P.D.,2010-07-09 00:00:00,2010-07-10 00:00:00,CA,2000.00
"000363576","10DV00834",10008745,OVERLAND PARK P.D.,2010-07-09 00:00:00,2010-07-10 00:00:00,SUR,2000.00
"000480291","10DV00836",10008746,OVERLAND PARK P.D.,2010-07-09 00:00:00,2010-07-10 00:00:00,SUR,2000.00
"000605237","10CR01638",10008751,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-07-10 00:00:00,2010-07-11 00:00:00,SUR,5000.00
"000065171","10DV00831",10008752,OVERLAND PARK P.D.,2010-07-10 00:00:00,2010-07-12 00:00:00,SUR,2500.00
"000605239","10DV00835",10008755,MERRIAM P.D.,2010-07-10 00:00:00,2010-07-10 00:00:00,SUR,2000.00
"000605241","10DV00832",10008758,OVERLAND PARK P.D.,2010-07-10 00:00:00,2010-07-10 00:00:00,SUR,5000.00
"000546862","10CR01737",10008759,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-07-10 00:00:00,2010-08-02 00:00:00,SUR,2500.00
"000605244","10CR01670",10008768,OVERLAND PARK P.D.,2010-07-10 00:00:00,2010-07-16 00:00:00,SUR,10000.00
"000085863","10DV00843",10008770,OVERLAND PARK P.D.,2010-07-10 00:00:00,2010-07-12 00:00:00,ORCD,1000.00
"000096209","10DV00839",10008774,SHAWNEE P.D.,2010-07-10 00:00:00,2010-12-07 00:00:00,,
"000605247","10DV00842",10008775,PRAIRIE VILLAGE P.D.,2010-07-10 00:00:00,2010-07-12 00:00:00,PR,1000.00
"000304195","10DV00845",10008783,OLATHE P.D.,2010-07-11 00:00:00,2010-10-10 00:00:00,,
"000481249","10DV00837",10008784,OLATHE P.D.,2010-07-11 00:00:00,2010-07-29 00:00:00,CA,1500.00
"000605253","10DV00838",10008787,OLATHE P.D.,2010-07-11 00:00:00,2010-07-13 00:00:00,PR,2500.00
"000144932","10CR01642",10008790,PRAIRIE VILLAGE P.D.,2010-07-11 00:00:00,2010-11-06 00:00:00,,
"000105922","10DV00844",10008792,GARDNER P.D.,2010-07-11 00:00:00,2010-07-13 00:00:00,SUR,5000.00
"000451123","10CR01566",10008795,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-07-11 00:00:00,2010-07-11 00:00:00,SUR,3500.00
"000333810","10DV00840",10008797,MERRIAM P.D.,2010-07-11 00:00:00,2010-07-12 00:00:00,PR,2500.00
"000605260","10DV00841",10008800,MERRIAM P.D.,2010-07-11 00:00:00,2010-07-12 00:00:00,PR,1500.00
"000499245","08CR00410",10008802,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-07-11 00:00:00,2010-08-13 00:00:00,SUR,3500.00
"000338618","10DV00846",10008803,LENEXA P.D.,2010-07-11 00:00:00,2010-07-28 00:00:00,PR,1500.00
"000523582","10CR01647",10008805,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-07-11 00:00:00,2011-01-08 00:00:00,,
"000605269","10CR01641",10008815,MISSION P.D.,2010-07-12 00:00:00,2010-07-13 00:00:00,SUR,3500.00
"000430407","10CR01661",10008816,KANSAS HIGHWAY PATROL,2010-07-12 00:00:00,2010-07-13 00:00:00,PR,2500.00
"000424834","10CR01660",10008822,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-07-12 00:00:00,2010-08-13 00:00:00,SUR,1500.00
"000271313","10CR01501",10008828,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-07-12 00:00:00,2010-08-24 00:00:00,PR,5000.00
"000566992","10CR01236",10008831,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-07-12 00:00:00,2010-12-01 00:00:00,,
"000583074","09CR01574",10008833,OVERLAND PARK P.D.,2010-07-12 00:00:00,2010-07-13 00:00:00,PR,1000.00
"000456137","10DV00113",10008842,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-07-12 00:00:00,2010-08-24 00:00:00,PR,5000.00
"000605377","10CR01662",10008846,OVERLAND PARK P.D.,2010-07-12 00:00:00,2010-10-04 00:00:00,,
"000088696","10DV00854",10008852,OLATHE P.D.,2010-07-13 00:00:00,2010-07-17 00:00:00,SUR,1500.00
"000605382","10DV00852",10008856,OVERLAND PARK P.D.,2010-07-13 00:00:00,2010-07-13 00:00:00,SUR,3000.00
"000336365","10DV00851",10008857,OLATHE P.D.,2010-07-13 00:00:00,2010-07-13 00:00:00,SUR,1000.00
"000605384","10CR01663",10008859,OLATHE P.D.,2010-07-13 00:00:00,2010-07-13 00:00:00,SUR,2500.00
"000121215","10DV00797",10008864,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-07-13 00:00:00,2011-03-11 00:00:00,SUR,2500.00
"000605428","10CR01667",10008872,OVERLAND PARK P.D.,2010-07-13 00:00:00,2010-08-18 00:00:00,PR,2000.00
"000473836","10DV00856",10008875,OVERLAND PARK P.D.,2010-07-13 00:00:00,2010-07-14 00:00:00,PR,1000.00
"000542275","09CR02330",10008877,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-07-13 00:00:00,2010-12-04 00:00:00,,
"000350194","10CR01614",10008880,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-07-13 00:00:00,2010-10-05 00:00:00,,
"000605454","10CR01665",10008881,OLATHE P.D.,2010-07-13 00:00:00,2010-09-17 00:00:00,,
"000412659","10CR01668",10008884,OVERLAND PARK P.D.,2010-07-13 00:00:00,2010-09-30 00:00:00,,
"000452416","10CR01640",10008889,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-07-13 00:00:00,2010-07-14 00:00:00,SUR,20000.00
